Obj_fct_values;snw_dth;snw_ast;snw_amt;snw_amf;snw_pmf;sl0_mse;sl1_mse;sl0_fcy;sl0_bt0;sl1_pwp;sl1_fcy;sl1_bt0;urr_dth;lrr_dth;urr_rsr;urr_tdh;urr_tdr;urr_cst;urr_dro;urr_ulc;lrr_tdh;lrr_cst;lrr_dro
1.568812760281322;0.0;-0.033573846869633495;0.16183228032253538;0.10356222547978933;0.12805429284655756;26.172172777092044;70.84603085865734;182.05541358291242;0.8788458251113547;385.59213543222955;242.4388394480327;3.1972152028930862;0.0;2.9554012813795687;1.0;0.0;0.0;1.0;1.0;1.0;3761.0635685914444;0.057093577058650924;0.5486124085347591
1.499566421342547;0.0;0.2816484799486698;1.5599208158839915;0.22833689060891338;0.11511277829245181;46.534796156716155;100.92031817611442;164.18583404504164;1.1477035862946607;393.0899443475018;323.03716629720606;2.9265342635579596;0.0;2.002872420042122;1.0;0.0;0.0;1.0;1.0;1.0;2569.891889000073;0.08012875171311978;0.2904822404072256
1.404352371858725;0.0;0.3885910580835592;1.6971381053656012;0.3961885010210968;0.03842118677560258;25.865021424914993;97.39148327386233;193.33397893233087;0.6624314919182539;318.7784818041634;396.14511011439726;2.8944132261750477;0.0;0.6628382388205849;1.0;0.0;0.0;1.0;1.0;1.0;2152.8315484230807;0.4209664578437417;0.5852147114548332
1.3997257144025557;0.0;0.08169864602058508;1.8898672269707366;0.24430096484134212;0.5373899287660377;25.614425470036295;126.34123536932776;55.94066074075668;1.572046986124369;354.0292102696734;377.6609524418542;2.0171059834697154;0.0;1.2061334592957338;1.0;0.0;0.0;1.0;1.0;1.0;988.8815603632215;0.049105931341902775;0.6053653360909719
1.3997257144025557;0.0;0.08169864602058508;1.8898672269707366;0.24430096484134212;0.5373899287660377;25.614425470036295;126.34123536932776;55.94066074075668;1.572046986124369;354.0292102696734;377.6609524418542;2.0171059834697154;0.0;1.2061334592957338;1.0;0.0;0.0;1.0;1.0;1.0;988.8815603632215;0.049105931341902775;0.6053653360909719
1.3997257144025557;0.0;0.08169864602058508;1.8898672269707366;0.24430096484134212;0.5373899287660377;25.614425470036295;126.34123536932776;55.94066074075668;1.572046986124369;354.0292102696734;377.6609524418542;2.0171059834697154;0.0;1.2061334592957338;1.0;0.0;0.0;1.0;1.0;1.0;988.8815603632215;0.049105931341902775;0.6053653360909719
1.3997257144025557;0.0;0.08169864602058508;1.8898672269707366;0.24430096484134212;0.5373899287660377;25.614425470036295;126.34123536932776;55.94066074075668;1.572046986124369;354.0292102696734;377.6609524418542;2.0171059834697154;0.0;1.2061334592957338;1.0;0.0;0.0;1.0;1.0;1.0;988.8815603632215;0.049105931341902775;0.6053653360909719
1.3756474849701406;0.0;0.8371364483137929;1.9971519022488229;0.21044118929558353;0.011909236415688418;5.451578048961515;69.53966276812275;68.88185471266269;1.1780773846310275;285.8051499283003;355.56677529756894;2.5349237287664557;0.0;3.2615685389162112;1.0;0.0;0.0;1.0;1.0;1.0;2065.2667243592036;0.09580999293548054;0.8041151567217912
1.3277267088947056;0.0;-0.10102089742268783;1.2473320514177781;0.08032186820940357;0.08748725399121304;8.54141424815893;77.29419687302826;101.82381684879245;0.6947848795595157;190.12502997668372;330.6114727658552;2.807617276014243;0.0;1.2535122430257792;1.0;0.0;0.0;1.0;1.0;1.0;2266.708310254339;0.062172797251262624;0.5639419620297192
1.3277267088947056;0.0;-0.10102089742268783;1.2473320514177781;0.08032186820940357;0.08748725399121304;8.54141424815893;77.29419687302826;101.82381684879245;0.6947848795595157;190.12502997668372;330.6114727658552;2.807617276014243;0.0;1.2535122430257792;1.0;0.0;0.0;1.0;1.0;1.0;2266.708310254339;0.062172797251262624;0.5639419620297192
1.3277267088947056;0.0;-0.10102089742268783;1.2473320514177781;0.08032186820940357;0.08748725399121304;8.54141424815893;77.29419687302826;101.82381684879245;0.6947848795595157;190.12502997668372;330.6114727658552;2.807617276014243;0.0;1.2535122430257792;1.0;0.0;0.0;1.0;1.0;1.0;2266.708310254339;0.062172797251262624;0.5639419620297192
1.2899702879990906;0.0;0.8366929842067701;1.2409953651908685;0.09995768132733274;0.05443089400682055;35.31736129335236;45.34002696079615;45.63746482978283;0.5681327763097079;183.8352446060636;312.9445784101343;2.1790874406850365;0.0;2.11689941890247;1.0;0.0;0.0;1.0;1.0;1.0;5016.630168500266;0.5651684811931951;0.16706278823023057
1.2127002902518935;0.0;0.32129208690410316;1.7998190314659395;0.14192365241883753;0.030421002204089387;41.01719245973511;37.71533986059412;148.766268658017;0.6539751543860131;40.76853926750604;334.85989147549714;3.2102159543071074;0.0;1.8700048462769912;1.0;0.0;0.0;1.0;1.0;1.0;7458.922532937206;0.27760865091633286;0.8357946551294766
1.2127002902518935;0.0;0.32129208690410316;1.7998190314659395;0.14192365241883753;0.030421002204089387;41.01719245973511;37.71533986059412;148.766268658017;0.6539751543860131;40.76853926750604;334.85989147549714;3.2102159543071074;0.0;1.8700048462769912;1.0;0.0;0.0;1.0;1.0;1.0;7458.922532937206;0.27760865091633286;0.8357946551294766
1.2127002902518935;0.0;0.32129208690410316;1.7998190314659395;0.14192365241883753;0.030421002204089387;41.01719245973511;37.71533986059412;148.766268658017;0.6539751543860131;40.76853926750604;334.85989147549714;3.2102159543071074;0.0;1.8700048462769912;1.0;0.0;0.0;1.0;1.0;1.0;7458.922532937206;0.27760865091633286;0.8357946551294766
1.2127002902518935;0.0;0.32129208690410316;1.7998190314659395;0.14192365241883753;0.030421002204089387;41.01719245973511;37.71533986059412;148.766268658017;0.6539751543860131;40.76853926750604;334.85989147549714;3.2102159543071074;0.0;1.8700048462769912;1.0;0.0;0.0;1.0;1.0;1.0;7458.922532937206;0.27760865091633286;0.8357946551294766
1.2127002902518935;0.0;0.32129208690410316;1.7998190314659395;0.14192365241883753;0.030421002204089387;41.01719245973511;37.71533986059412;148.766268658017;0.6539751543860131;40.76853926750604;334.85989147549714;3.2102159543071074;0.0;1.8700048462769912;1.0;0.0;0.0;1.0;1.0;1.0;7458.922532937206;0.27760865091633286;0.8357946551294766
1.2127002902518935;0.0;0.32129208690410316;1.7998190314659395;0.14192365241883753;0.030421002204089387;41.01719245973511;37.71533986059412;148.766268658017;0.6539751543860131;40.76853926750604;334.85989147549714;3.2102159543071074;0.0;1.8700048462769912;1.0;0.0;0.0;1.0;1.0;1.0;7458.922532937206;0.27760865091633286;0.8357946551294766
1.1740599224921966;0.0;0.36026640706574065;1.6497771738673106;0.09647447354957306;0.002614506411656392;46.464641466462794;58.145222856663814;178.59640495226319;0.6982472981948971;9.89000043294422;356.81040852694343;3.852179230610602;0.0;0.8934204811497148;1.0;0.0;0.0;1.0;1.0;1.0;8954.947052237616;0.05412319790643427;0.7504718417788573
1.1630070592491757;0.0;0.22008329806589622;1.6878616817683052;0.10575356592614804;0.04605094423576428;53.35370724398858;62.13380408535293;133.86795251242813;0.6926963613556085;96.88709533260452;371.07686877381286;3.0114287207362542;0.0;1.6629368911039835;1.0;0.0;0.0;1.0;1.0;1.0;8637.79017254738;0.18276363817083213;0.6503228715578817
1.1630070592491757;0.0;0.22008329806589622;1.6878616817683052;0.10575356592614804;0.04605094423576428;53.35370724398858;62.13380408535293;133.86795251242813;0.6926963613556085;96.88709533260452;371.07686877381286;3.0114287207362542;0.0;1.6629368911039835;1.0;0.0;0.0;1.0;1.0;1.0;8637.79017254738;0.18276363817083213;0.6503228715578817
1.1063029139890965;0.0;0.4693647041665021;1.9907896513176122;0.11761598047240229;0.01879577149131295;30.68043509981271;136.83143342677232;199.9529825886838;0.5594718462779975;124.66209666929026;371.01286415112656;3.5156172334514557;0.0;1.3260559545852977;1.0;0.0;0.0;1.0;1.0;1.0;6131.798627738755;0.28124379084755624;0.4209020418776672
1.1063029139890965;0.0;0.4693647041665021;1.9907896513176122;0.11761598047240229;0.01879577149131295;30.68043509981271;136.83143342677232;199.9529825886838;0.5594718462779975;124.66209666929026;371.01286415112656;3.5156172334514557;0.0;1.3260559545852977;1.0;0.0;0.0;1.0;1.0;1.0;6131.798627738755;0.28124379084755624;0.4209020418776672
