0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
0.0;-0.4502793872;1.0892977760000002;0.221297248;0.1486782984;46.28630376;83.0825976;105.08638719999999;1.6343272800000002;204.5027504;70.0778548;0.5478294904000001;1.4720776880000002;0.3992245856;0.7244376216;19.826269600000003;0.694095808;0.00021132248080000003;0.3339677904;0.14004882240000002;3701.163088;0.00803197408;0.7999308872
0.0;-0.45309363337;1.0961058871000002;0.2226803558;0.149607537765;46.5755931585;83.601863835;105.74317712;1.6445418255000002;205.78089259;70.51584139250001;0.551253424715;1.4812781735500002;0.40171973926;0.7289653567350001;19.950183785;0.6984339068000001;0.00021264324630500004;0.33605508909000004;0.14092412754000003;3724.2953573;0.008082173918;0.8049304552450001
0.0;-0.45590787954;1.1029139982000002;0.2240634636;0.15053677713;46.864882557;84.12113007;106.39996703999999;1.6547563710000002;207.05903478;70.953827985;0.55467735903;1.4904786591;0.40421489292;0.73349309187;20.07409797;0.7027720056;0.00021396401181000003;0.33814238778000005;0.14179943268;3747.4276266;0.008132373756;0.8099300232900001
0.0;-0.45872212571000004;1.1097221093000003;0.22544657140000002;0.151466016495;47.154171955500004;84.640396305;107.05675696;1.6649709165000002;208.33717697;71.3918145775;0.558101293345;1.4996791446500002;0.40671004658;0.738020827005;20.198012155;0.7071101044;0.00021528477731500004;0.34022968647000007;0.14267473782;3770.5598959;0.008182573594;0.8149295913350001
0.0;-0.46153637188;1.1165302204000003;0.2268296792;0.15239525586;47.443461354;85.15966254;107.71354688;1.6751854620000002;209.61531916;71.82980117000001;0.56152522766;1.5088796302000003;0.40920520024;0.7425485621400001;20.32192634;0.7114482032;0.00021660554282000003;0.34231698516000003;0.14355004296;3793.6921652;0.008232773432;0.8199291593800001
0.0;-0.46435061805;1.1233383315000003;0.228212787;0.153324495225;47.7327507525;85.678928775;108.3703368;1.6854000075000002;210.89346135;72.2677877625;0.5649491619750001;1.5180801157500001;0.41170035390000004;0.747076297275;20.445840525;0.715786302;0.00021792630832500004;0.34440428385000005;0.14442534810000002;3816.8244345;0.00828297327;0.8249287274250001
0.0;-0.46716486422000003;1.1301464426;0.2295958948;0.15425373459;48.022040151000006;86.19819501;109.02712672;1.6956145530000002;212.17160354;72.705774355;0.5683730962900001;1.5272806013000002;0.41419550756;0.7516040324100001;20.56975471;0.7201244008000001;0.00021924707383000003;0.34649158254000006;0.14530065324000002;3839.9567038;0.008333173108;0.8299282954700001
0.0;-0.46997911039;1.1369545537;0.2309790026;0.155182973955;48.3113295495;86.71746124500001;109.68391663999999;1.7058290985000002;213.44974573000002;73.14376094750001;0.5717970306050001;1.5364810868500003;0.41669066122000004;0.7561317675450001;20.693668895000002;0.7244624996000001;0.00022056783933500004;0.34857888123;0.14617595838000003;3863.0889731;0.008383372946;0.8349278635150001
0.0;-0.47279335656000004;1.1437626648;0.23236211040000002;0.15611221332;48.600618948000005;87.23672748;110.34070656;1.7160436440000002;214.72788792;73.58174754000001;0.5752209649200001;1.5456815724000001;0.41918581488;0.76065950268;20.817583080000002;0.7288005984;0.00022188860484000003;0.35066617992000004;0.14705126352000003;3886.2212424;0.008433572784;0.8399274315600002
0.0;-0.47560760273;1.1505707759000001;0.23374521820000002;0.157041452685;48.8899083465;87.755993715;110.99749648;1.7262581895000002;216.00603011;74.0197341325;0.5786448992350001;1.5548820579500002;0.42168096854000003;0.7651872378150001;20.941497265000002;0.7331386972;0.00022320937034500004;0.35275347861000006;0.14792656866;3909.3535117;0.008483772622;0.8449269996050001
