change_value_inputs;new_ofv_old_params;new_opt_params;new_opt_ofv
0.943591528416036;0.1001173983215975;"[ 0.00000000e+00 -5.41519908e-01  1.43428072e+00  3.66514602e-01
  9.36170378e-02  7.45402620e+01  1.64674559e+02  1.29735025e+02
  2.56767398e+00  1.17225942e+02  2.03910638e+01  3.19490167e+00
  1.37719730e+00  4.95185101e-01  9.83486047e-01  3.41888514e+01
  8.20492349e-01  5.91678910e-05  3.38964444e-01  1.63437767e-01
  9.96184431e+03  9.87398696e-03  9.99507270e-01]";0.09155118032803577
1.0862301742214349;0.09594103118771113;"[ 0.00000000e+00 -5.82693493e-01  1.25504957e+00  1.86114871e-01
  3.38984407e-01  8.18221793e+01  1.80246273e+02  1.76091543e+02
  2.10847435e+00  1.55787803e+02  6.10950526e+01  2.24196348e+00
  1.94641951e+00  6.68585746e-01  8.93947842e-01  6.29973574e+01
  8.30074491e-01  1.90155147e-04  8.74173928e-01  1.76198582e-01
  6.18870769e+03  9.74847560e-03  9.99062734e-01]";0.0816798045070376
0.9887358197670941;0.08806884892207811;"[ 0.00000000e+00 -5.62326011e-01  1.30851303e+00  1.09633097e-02
  6.26633751e-01  4.64135354e+01  1.90826412e+02  1.21576609e+02
  1.61538867e+00  2.41445401e+02  2.73320210e+01  2.31269857e+00
  9.45447128e-01  9.94431403e-01  9.44851028e-01  4.17907303e+01
  7.17780544e-01  6.04991487e-04  1.12332528e-01  1.34829825e-01
  7.17467883e+03  1.27917702e-02  9.94273036e-01]";0.0874331780224109
0.8804791546583443;0.13245800034903032;"[ 0.00000000e+00 -4.82797830e-01  1.29319687e+00  1.36736240e-02
  7.13718458e-01  4.95367104e+01  1.85425572e+02  9.81715843e+01
  2.66605060e+00  1.24056024e+02  1.57208219e+02  2.99293982e+00
  8.97902726e-01  1.20141659e+00  9.87661394e-01  2.30314744e+01
  9.89684542e-01  9.24703675e-06  5.93138662e-01  1.29776597e-01
  5.51450401e+03  1.30732698e-02  9.99866424e-01]";0.08931140002218418
1.2096863362709491;0.16527982763489235;"[ 0.00000000e+00 -7.16772960e-01  1.12343148e+00  1.61660662e-01
  2.71818482e-01  4.49018574e+01  1.92880914e+02  4.23373163e+01
  8.06399156e-01  2.52933829e+01  3.47559540e+02  3.48946845e+00
  7.53083190e-01  2.10296236e+00  9.54209692e-01  3.37905770e+01
  1.89682007e-01  9.99079886e-04  1.30752305e-01  1.87624710e-01
  2.63779847e+03  1.06383414e-02  9.92038662e-01]";0.07391934485607998
0.7509680894232157;0.2592087474339677;"[ 0.00000000e+00 -4.06552774e-01  1.97464822e+00  2.16870965e-01
  3.22918271e-02  2.12532070e+01  9.83398122e+01  5.15955060e+01
  2.48781402e+00  1.44018783e+02  3.40691581e+01  1.02829195e+00
  8.73117246e-01  1.26493815e+00  9.26060730e-01  4.45504929e+01
  2.56781956e-01  4.99947885e-04  9.86583784e-01  2.00746178e-01
  3.87555486e+03  1.57687776e-02  9.99361851e-01]";0.10008260361793508
0.8113799566968547;0.18980989395789027;"[ 0.00000000e+00 -4.43614556e-01  1.96874197e+00  2.07768559e-01
  8.34261075e-04  3.87557553e+01  1.86520430e+02  7.39955886e+01
  2.86492645e+00  1.62948618e+02  3.94609219e+01  2.03448171e+00
  2.41976062e-01  1.84870387e+00  6.59939102e-01  5.30706215e+01
  5.52369586e-01  5.25205237e-04  7.95532471e-01  2.22077431e-01
  3.38213745e+03  1.43972110e-02  9.98887864e-01]";0.09093935869026282
1.131890798381069;0.11473442167216863;"[ 0.00000000e+00 -6.42918566e-01  1.11278958e+00  1.65626981e-01
  3.18055385e-01  9.79820351e+01  1.79197599e+02  6.79946674e+01
  1.46848181e+00  9.75094879e+01  3.36270569e+02  3.85073289e+00
  2.38631027e+00  6.40042885e-01  9.80903069e-01  3.37818218e+01
  5.55474128e-01  8.74119141e-05  3.19033169e-01  1.86240975e-01
  6.30734409e+03  1.03993792e-02  9.98844222e-01]";0.0764430265275502
0.7665789093214604;0.23944838513968636;"[ 0.00000000e+00 -4.18879195e-01  1.97609924e+00  2.12856820e-01
  1.88579281e-02  2.67201137e+01  1.77102933e+02  5.69753174e+01
  2.98850097e+00  3.29196482e+02  4.31554009e+01  7.29440753e-01
  5.43565428e-01  1.97691573e+00  9.28578247e-01  2.00308553e+01
  6.46616302e-01  1.04458660e-04  6.42208760e-01  2.26957847e-01
  2.88842463e+03  1.50361390e-02  9.99804470e-01]";0.09678800399341725
0.7967147146835802;0.20492411054831183;"[ 0.00000000e+00 -4.36271573e-01  1.98849100e+00  2.02728708e-01
  4.64367932e-02  2.76075808e+01  1.10854897e+02  6.08655178e+01
  2.60259537e+00  2.16380149e+02  6.29166409e+01  2.01715647e+00
  3.38392186e-01  2.34046615e+00  8.14404359e-01  8.39810276e+01
  8.53468791e-01  4.17132139e-05  7.51789944e-01  2.30300180e-01
  2.67287118e+03  1.43381100e-02  9.99418522e-01]";0.09242679881656679
