Obj_fct_value;snw_dth;snw_ast;snw_amt;snw_amf;snw_pmf;sl0_mse;sl1_mse;sl0_fcy;sl0_bt0;sl1_pwp;sl1_fcy;sl1_bt0;urr_dth;lrr_dth;urr_rsr;urr_tdh;urr_tdr;urr_cst;urr_dro;urr_ulc;lrr_tdh;lrr_cst;lrr_dro;x
0.4471917912309167;0.0;-9999.0;-9999.0;0.0;0.0;6.533.793.130.679.250;29.426.018.866.225.300;147.157.162.954.322;238.362.126.666.006;13.907.620.909.507.900;5.271.649.369.967.990;23.656.518.244.585.700;36.138.593.718.718.400;18.670.575.847.432.400;0.24344826195421254;4.059.669.056.962.660;0.3320671528801996;0.0023503988572938783;0.7420035128043283;0.038802806057254224;6.250.329.671.328.870;0.03415042135870344;0.9627194792516962;
0.44502908636753213;0.0;-9999.0;-9999.0;0.0;0.0;4.206.805.768.619.340;1.348.830.187.723.870;1.602.209.433.318.850;21.257.670.617.342.600;7.183.953.879.046.190;21.700.252.859.498.100;18.560.448.280.554.700;10.670.644.573.587.400;2.442.285.876.004.610;0.4599062013834643;346.125.171.371.751;0.8922917144002691;0.001168273542221876;0.6562654393331078;0.06091616832569097;5.639.269.559.619.920;0.02454517252555677;0.9755868363252796;
0.4383947086447656;0.0;-9999.0;-9999.0;0.0;0.0;55.506.417.816.031;9.104.388.013.748.950;1.396.295.439.435.720;23.820.741.569.152.700;6.528.279.759.605.380;9.769.065.561.808.270;14.279.630.824.131.000;1.967.044.774.466.720;26.054.554.448.367.600;0.6656146460417285;16.024.634.951.901.100;0.1483442593826932;0.0026952412277425064;0.7324228595885537;0.042855867013532944;94.847.118.468.343;0.029994248984062388;0.9821111821361768;
0.4383947086447656;0.0;-9999.0;-9999.0;0.0;0.0;55.506.417.816.031;9.104.388.013.748.950;1.396.295.439.435.720;23.820.741.569.152.700;6.528.279.759.605.380;9.769.065.561.808.270;14.279.630.824.131.000;1.967.044.774.466.720;26.054.554.448.367.600;0.6656146460417285;16.024.634.951.901.100;0.1483442593826932;0.0026952412277425064;0.7324228595885537;0.042855867013532944;94.847.118.468.343;0.029994248984062388;0.9821111821361768;
0.4383947086447656;0.0;-9999.0;-9999.0;0.0;0.0;55.506.417.816.031;9.104.388.013.748.950;1.396.295.439.435.720;23.820.741.569.152.700;6.528.279.759.605.380;9.769.065.561.808.270;14.279.630.824.131.000;1.967.044.774.466.720;26.054.554.448.367.600;0.6656146460417285;16.024.634.951.901.100;0.1483442593826932;0.0026952412277425064;0.7324228595885537;0.042855867013532944;94.847.118.468.343;0.029994248984062388;0.9821111821361768;
0.4383947086447656;0.0;-9999.0;-9999.0;0.0;0.0;55.506.417.816.031;9.104.388.013.748.950;1.396.295.439.435.720;23.820.741.569.152.700;6.528.279.759.605.380;9.769.065.561.808.270;14.279.630.824.131.000;1.967.044.774.466.720;26.054.554.448.367.600;0.6656146460417285;16.024.634.951.901.100;0.1483442593826932;0.0026952412277425064;0.7324228595885537;0.042855867013532944;94.847.118.468.343;0.029994248984062388;0.9821111821361768;
0.43389166241731947;0.0;-9999.0;-9999.0;0.0;0.0;4.208.197.735.481.890;15.029.987.471.447.200;13.279.737.289.272.500;22.755.279.378.885.900;6.808.712.017.414.220;8.411.336.881.175.170;17.804.781.495.349.800;2.305.898.329.679.640;1.480.471.104.386.810;0.10316010349566962;2.385.764.545.134.900;0.5310846296217425;0.0019908763624582604;0.4142570826381768;0.09828553775389337;9.409.755.325.284.780;0.01986379934734961;0.9839636895121585;
0.43389166241731947;0.0;-9999.0;-9999.0;0.0;0.0;4.208.197.735.481.890;15.029.987.471.447.200;13.279.737.289.272.500;22.755.279.378.885.900;6.808.712.017.414.220;8.411.336.881.175.170;17.804.781.495.349.800;2.305.898.329.679.640;1.480.471.104.386.810;0.10316010349566962;2.385.764.545.134.900;0.5310846296217425;0.0019908763624582604;0.4142570826381768;0.09828553775389337;9.409.755.325.284.780;0.01986379934734961;0.9839636895121585;
0.43389166241731947;0.0;-9999.0;-9999.0;0.0;0.0;4.208.197.735.481.890;15.029.987.471.447.200;13.279.737.289.272.500;22.755.279.378.885.900;6.808.712.017.414.220;8.411.336.881.175.170;17.804.781.495.349.800;2.305.898.329.679.640;1.480.471.104.386.810;0.10316010349566962;2.385.764.545.134.900;0.5310846296217425;0.0019908763624582604;0.4142570826381768;0.09828553775389337;9.409.755.325.284.780;0.01986379934734961;0.9839636895121585;
0.43389166241731947;0.0;-9999.0;-9999.0;0.0;0.0;4.208.197.735.481.890;15.029.987.471.447.200;13.279.737.289.272.500;22.755.279.378.885.900;6.808.712.017.414.220;8.411.336.881.175.170;17.804.781.495.349.800;2.305.898.329.679.640;1.480.471.104.386.810;0.10316010349566962;2.385.764.545.134.900;0.5310846296217425;0.0019908763624582604;0.4142570826381768;0.09828553775389337;9.409.755.325.284.780;0.01986379934734961;0.9839636895121585;
0.4277914889465615;0.0;-9999.0;-9999.0;0.0;0.0;798.802.157.960.067;1.989.499.676.615.620;16.097.659.638.807.700;2.590.221.158.277.600;645.258.665.613.222;1.197.340.895.202.410;19.509.948.989.029.400;42.133.910.276.932.300;0.05431245521381678;0.07682171540563254;15.753.005.868.706.500;0.573037131622033;0.0004674804391732179;0.36020025276605594;0.06974871327269189;4.782.961.559.506.820;0.021304043301475006;0.9864043161438515;
0.4277914889465615;0.0;-9999.0;-9999.0;0.0;0.0;798.802.157.960.067;1.989.499.676.615.620;16.097.659.638.807.700;2.590.221.158.277.600;645.258.665.613.222;1.197.340.895.202.410;19.509.948.989.029.400;42.133.910.276.932.300;0.05431245521381678;0.07682171540563254;15.753.005.868.706.500;0.573037131622033;0.0004674804391732179;0.36020025276605594;0.06974871327269189;4.782.961.559.506.820;0.021304043301475006;0.9864043161438515;
0.4277914889465615;0.0;-9999.0;-9999.0;0.0;0.0;798.802.157.960.067;1.989.499.676.615.620;16.097.659.638.807.700;2.590.221.158.277.600;645.258.665.613.222;1.197.340.895.202.410;19.509.948.989.029.400;42.133.910.276.932.300;0.05431245521381678;0.07682171540563254;15.753.005.868.706.500;0.573037131622033;0.0004674804391732179;0.36020025276605594;0.06974871327269189;4.782.961.559.506.820;0.021304043301475006;0.9864043161438515;
0.4256481960168488;0.0;-9999.0;-9999.0;0.0;0.0;6.501.499.484.068.710;17.476.394.151.207.300;1.567.169.094.688.360;23.471.031.265.998.300;1.907.408.781.503.060;11.979.247.921.277.800;2.710.843.854.848.930;15.249.028.566.116.600;0.14541089871585955;0.2739341923160321;2.944.741.168.779.750;0.42723243358040136;0.0008596876120677832;0.16903245026292912;0.06713425338543705;490.285.467.141.004;0.021710059824802674;0.9822636522053565;
0.4250495708602393;0.0;-9999.0;-9999.0;0.0;0.0;4.106.408.264.887.880;13.507.690.276.391.700;14.360.628.358.100.500;26.055.421.466.426.700;13.581.052.154.671.700;12.161.886.655.079.000;1.696.404.612.389.310;33.040.365.188.859.500;0.7853541107660145;0.8592506532250717;24.380.432.918.903.400;0.7476848459894746;0.00022763045914936386;0.8410600294300791;0.10853644676592;25.041.036.815.631.500;0.02011716852666784;0.9991899229169168;
0.4250495708602393;0.0;-9999.0;-9999.0;0.0;0.0;4.106.408.264.887.880;13.507.690.276.391.700;14.360.628.358.100.500;26.055.421.466.426.700;13.581.052.154.671.700;12.161.886.655.079.000;1.696.404.612.389.310;33.040.365.188.859.500;0.7853541107660145;0.8592506532250717;24.380.432.918.903.400;0.7476848459894746;0.00022763045914936386;0.8410600294300791;0.10853644676592;25.041.036.815.631.500;0.02011716852666784;0.9991899229169168;
0.42485145677106395;0.0;-9999.0;-9999.0;0.0;0.0;5.490.738.404.475.610;9.785.509.811.503.190;16.732.619.164.990.100;25.091.615.479.304.800;9.995.012.630.246.840;7.295.000.188.084.870;0.9683143077168594;13.970.611.654.074.200;0.6815997449550291;0.7316251782934767;21.239.422.157.528.600;0.6167435724078396;0.000536953890705294;0.9003199334476857;0.06595554005263948;45.226.424.163.272.800;0.02515005359780509;0.9961207022611992;
0.42485145677106395;0.0;-9999.0;-9999.0;0.0;0.0;5.490.738.404.475.610;9.785.509.811.503.190;16.732.619.164.990.100;25.091.615.479.304.800;9.995.012.630.246.840;7.295.000.188.084.870;0.9683143077168594;13.970.611.654.074.200;0.6815997449550291;0.7316251782934767;21.239.422.157.528.600;0.6167435724078396;0.000536953890705294;0.9003199334476857;0.06595554005263948;45.226.424.163.272.800;0.02515005359780509;0.9961207022611992;
